Commune_Number,Commune_Name,EPCI_Number,Very_Low_Income_Population_Count,Very_Low_Income_Population_Percent
2241,La Croix-sur-Ourcq,200072031,nd,8.7
2242,Crouttes-sur-Marne,240200584,nd,6.3
2243,Crouy,240200477,nd,12.8
2244,Crupilly,200071983,nd,13.3
2245,Cuffies,240200477,nd,12.8
2246,Cugny,200071892,nd,14.1
2248,Cuirieux,240200469,nd,7.9
2249,Cuiry-Housse,240200519,nd,6.7
2250,Cuiry-lès-Chaudardes,240200592,nd,5.9
2251,Cuiry-lès-Iviers,240200634,nd,11.4
2252,Cuissy-et-Geny,240200592,nd,5.9
2253,Cuisy-en-Almont,240200477,nd,12.8
2254,Cutry,200071991,nd,7.1
2255,Cys-la-Commune,240200501,nd,6.1
2256,Dagny-Lambercy,240200634,nd,11.4
2257,Dallon,200071892,nd,14.1
2258,Dammard,200071991,nd,7.1
2259,Dampleux,200071991,nd,7.1
2260,Danizy,200071785,nd,11.8
2261,Dercy,240200469,nd,7.9
2262,Deuillet,200071785,nd,11.8
2263,Dhuizel,240200501,nd,6.1
2264,Dizy-le-Gros,240200634,nd,11.4
2265,Dohis,240200634,nd,11.4
2266,Dolignon,240200634,nd,11.4
2267,Dommiers,200071991,nd,7.1
2268,Domptin,240200584,nd,6.3
2269,Dorengt,240200444,nd,10.8
2270,Douchy,240200493,nd,9.8
2271,Dravegny,200072031,nd,8.7
2272,Droizy,240200519,nd,6.7
2273,Dury,200071892,nd,14.1
2274,Ébouleau,240200576,nd,6.1
2275,Effry,240200600,nd,15.7
2276,Englancourt,240200444,nd,10.8
2277,Épagny,200071991,nd,7.1
2278,Éparcy,240200600,nd,15.7
2279,Épaux-Bézu,200072031,nd,8.7
2280,Épieds,200072031,nd,8.7
2281,L'Épine-aux-Bois,240200584,nd,6.3
2282,Eppes,200043495,nd,14.1
2283,Erlon,240200469,nd,7.9
2284,Erloy,240200444,nd,10.8
2286,Esquéhéries,240200444,nd,10.8
2287,Essigny-le-Grand,200040426,nd,7.5
2288,Essigny-le-Petit,200071892,nd,14.1
2289,Essises,240200584,nd,6.3
2290,Essômes-sur-Marne,200072031,nd,8.7
2291,Estrées,240200493,nd,9.8
2292,Étampes-sur-Marne,200072031,nd,8.7
2293,Étaves-et-Bocquiaux,240200493,nd,9.8
2294,Étouvelles,200043495,nd,14.1
2295,Étréaupont,240200444,nd,10.8
2296,Étreillers,240200493,nd,9.8
2297,Étrépilly,200072031,nd,8.7
2298,Étreux,200071983,nd,13.3
2299,Évergnicourt,240200576,nd,6.1
2302,Faverolles,200071991,nd,7.1
2303,Fayet,200071892,nd,14.1
2304,La Fère,200071785,nd,11.8
2305,Fère-en-Tardenois,200072031,nd,8.7
2306,La Ferté-Chevresis,200040426,nd,7.5
2307,La Ferté-Milon,200071991,nd,7.1
2308,Fesmy-le-Sart,240200444,nd,10.8
2309,Festieux,200043495,nd,14.1
2310,Fieulaine,200071892,nd,14.1
2311,Filain,240200501,nd,6.1
2312,La Flamengrie,240200444,nd,10.8
2313,Flavigny-le-Grand-et-Beaurain,200071983,nd,13.3
2315,Flavy-le-Martel,200071892,nd,14.1
2316,Fleury,200071991,nd,7.1
2317,Fluquières,240200493,nd,9.8
2318,Folembray,200071769,nd,9
2319,Fonsomme,200071892,nd,14.1
2320,Fontaine-lès-Clercs,200071892,nd,14.1
2321,Fontaine-lès-Vervins,240200444,nd,10.8
2322,Fontaine-Notre-Dame,200071892,nd,14.1
2323,Fontaine-Uterte,240200493,nd,9.8
2324,Fontenelle,240200444,nd,10.8
2326,Fontenoy,200071991,nd,7.1
2327,Foreste,240200493,nd,9.8
2328,Fossoy,200072031,nd,8.7
2329,Fourdrain,200071785,nd,11.8
2330,Francilly-Selency,240200493,nd,9.8
2331,Franqueville,240200444,nd,10.8
2332,Fresnes-en-Tardenois,200072031,nd,8.7
2333,Fresnes-sous-Coucy,200071769,nd,9
2334,Fresnoy-le-Grand,240200493,nd,9.8
2335,Fressancourt,200071785,nd,11.8
2336,Frières-Faillouël,200071785,nd,11.8
2337,Froidestrées,240200444,nd,10.8
2338,Froidmont-Cohartille,240200469,nd,7.9
2339,Gandelu,200072031,nd,8.7
2340,Gauchy,200071892,nd,14.1
2341,Gercy,240200444,nd,10.8
2342,Gergny,240200444,nd,10.8
2343,Germaine,240200493,nd,9.8
2345,Gibercourt,200040426,nd,7.5
2346,Gizy,240200576,nd,6.1
2347,Gland,200072031,nd,8.7
2349,Goudelancourt-lès-Berrieux,240200592,nd,5.9
2350,Goudelancourt-lès-Pierrepont,240200576,nd,6.1
2351,Goussancourt,200072031,nd,8.7
2352,Gouy,240200493,nd,9.8
2353,Grandlup-et-Fay,240200469,nd,7.9
2354,Grandrieux,240200634,nd,11.4
2355,Gricourt,240200493,nd,9.8
2356,Grisolles,200072031,nd,8.7
2357,Gronard,240200444,nd,10.8
2358,Grougis,200071983,nd,13.3
2359,Grugies,200071892,nd,14.1
2360,Villeneuve-sur-Aisne,240200576,nd,6.1
2361,Guise,200071983,nd,13.3
2362,Guivry,200071785,nd,11.8
2363,Guny,200071769,nd,9
2364,Guyencourt,240200576,nd,6.1
2366,Hannapes,200071983,nd,13.3
2367,Happencourt,200071892,nd,14.1
2368,Haramont,200071991,nd,7.1
2369,Harcigny,240200444,nd,10.8
2370,Hargicourt,240200493,nd,9.8
2371,Harly,200071892,nd,14.1
2372,Hartennes-et-Taux,240200519,nd,6.7
2373,Hary,240200444,nd,10.8
2374,Lehaucourt,240200493,nd,9.8
2375,Hautevesnes,200072031,nd,8.7
2376,Hauteville,200071983,nd,13.3
2377,Haution,240200444,nd,10.8
2378,La Hérie,240200600,nd,15.7
2379,Le Hérie-la-Viéville,240200444,nd,10.8
2380,Hinacourt,200040426,nd,7.5
2381,Hirson,240200600,nd,15.7
2382,Holnon,240200493,nd,9.8
2383,Homblières,200071892,nd,14.1
2384,Houry,240200444,nd,10.8
2385,Housset,240200444,nd,10.8
2386,Iron,200071983,nd,13.3
2387,Itancourt,200040426,nd,7.5
2388,Iviers,240200600,nd,15.7
2389,Jaulgonne,200072031,nd,8.7
2390,Jeancourt,240200493,nd,9.8
2391,Jeantes,240200600,nd,15.7
2392,Joncourt,240200493,nd,9.8
2393,Jouaignes,240200501,nd,6.1
2395,Jumencourt,200071769,nd,9
2396,Jumigny,240200592,nd,5.9
2397,Jussy,200071892,nd,14.1
2398,Juvigny,240200477,nd,12.8
2399,Juvincourt-et-Damary,240200576,nd,6.1
2400,Laffaux,240200501,nd,6.1
2401,Laigny,240200444,nd,10.8
2402,Lanchy,240200493,nd,9.8
2403,Landifay-et-Bertaignemont,240200444,nd,10.8
2404,Landouzy-la-Cour,240200444,nd,10.8
2405,Landouzy-la-Ville,240200600,nd,15.7
2406,Landricourt,200071769,nd,9
2407,Laniscourt,200043495,nd,14.1
2408,Laon,200043495,nd,14.1
2409,Lappion,240200576,nd,6.1
2410,Largny-sur-Automne,200071991,nd,7.1
2411,Latilly,200072031,nd,8.7
2412,Launoy,240200519,nd,6.7
2413,Laval-en-Laonnois,200043495,nd,14.1
2414,Lavaqueresse,200071983,nd,13.3
2415,Laversine,200071991,nd,7.1
2416,Lemé,240200444,nd,10.8
2417,Lempire,240200493,nd,9.8
2418,Lerzy,240200444,nd,10.8
2419,Leschelle,240200444,nd,10.8
2420,Lesdins,200071892,nd,14.1
2421,Lesges,240200501,nd,6.1
2422,Lesquielles-Saint-Germain,200071983,nd,13.3
2423,Leuilly-sous-Coucy,200071769,nd,9
2424,Leury,240200477,nd,12.8
2425,Leuze,240200600,nd,15.7
2426,Levergies,240200493,nd,9.8
2427,Lhuys,240200501,nd,6.1
2428,Licy-Clignon,200072031,nd,8.7
2429,Lierval,200043495,nd,14.1
2430,Liesse-Notre-Dame,240200576,nd,6.1
2431,Liez,200071785,nd,11.8
2432,Limé,240200501,nd,6.1
2433,Lislet,240200634,nd,11.4
2435,Logny-lès-Aubenton,240200600,nd,15.7
2438,Longpont,200071991,nd,7.1
2439,Les Septvallons,240200501,nd,6.1
2440,Lor,240200576,nd,6.1
2441,Louâtre,200071991,nd,7.1
2442,Loupeigne,200072031,nd,8.7
2443,Lucy-le-Bocage,240200584,nd,6.3
2444,Lugny,240200444,nd,10.8
2445,Luzoir,240200444,nd,10.8
2446,Ly-Fontaine,200040426,nd,7.5
2447,Maast-et-Violaine,240200519,nd,6.7
2448,Mâchecourt,240200576,nd,6.1
2449,Macogny,200071991,nd,7.1
2450,Macquigny,200071983,nd,13.3
2451,Magny-la-Fosse,240200493,nd,9.8
2452,Maissemy,240200493,nd,9.8
2453,Maizy,240200576,nd,6.1
2454,La Malmaison,240200576,nd,6.1
2455,Malzy,200071983,nd,13.3
2456,Manicamp,200071785,nd,11.8
2457,Marchais,240200576,nd,6.1
2458,Dhuys et Morin-en-Brie,200072031,nd,8.7
2459,Marcy,200071892,nd,14.1
2460,Marcy-sous-Marle,240200469,nd,7.9
2461,Marest-Dampcourt,200071785,nd,11.8
2462,Mareuil-en-Dôle,200072031,nd,8.7
2463,Marfontaine,240200444,nd,10.8
2464,Margival,240200501,nd,6.1
2465,Marigny-en-Orxois,240200584,nd,6.3
2466,Marizy-Sainte-Geneviève,200071991,nd,7.1
2467,Marizy-Saint-Mard,200071991,nd,7.1
2468,Marle,240200469,nd,7.9
2469,Marly-Gomont,200071983,nd,13.3
2470,Martigny,240200600,nd,15.7
2471,Martigny-Courpierre,200043495,nd,14.1
2472,Mauregny-en-Haye,240200576,nd,6.1
2473,Mayot,200071785,nd,11.8
2474,Mennessis,200071785,nd,11.8
2476,Mennevret,200071983,nd,13.3
2477,Mercin-et-Vaux,240200477,nd,12.8
2478,Merlieux-et-Fouquerolles,200071769,nd,9
2480,Mesbrecourt-Richecourt,240200469,nd,7.9
2481,Mesnil-Saint-Laurent,200071892,nd,14.1
2482,Meurival,240200576,nd,6.1
2483,Mézières-sur-Oise,200040426,nd,7.5
2484,Mézy-Moulins,200072031,nd,8.7
2485,Missy-aux-Bois,240200477,nd,12.8
2486,Missy-lès-Pierrepont,240200576,nd,6.1
2487,Missy-sur-Aisne,240200501,nd,6.1
2488,Molain,200071983,nd,13.3
2489,Molinchart,200043495,nd,14.1
2490,Monampteuil,240200501,nd,6.1
2491,Monceau-le-Neuf-et-Faucouzy,240200444,nd,10.8
2492,Monceau-lès-Leups,200071785,nd,11.8
2493,Monceau-le-Waast,240200469,nd,7.9
2494,Monceau-sur-Oise,200071983,nd,13.3
2495,Mondrepuis,240200600,nd,15.7
2496,Monnes,200071991,nd,7.1
2497,Mons-en-Laonnois,200043495,nd,14.1
2498,Montaigu,240200576,nd,6.1
2499,Montbavin,200071769,nd,9
2500,Montbrehain,240200493,nd,9.8
2501,Montchâlons,200043495,nd,14.1
2502,Montcornet,240200634,nd,11.4
2503,Mont-d'Origny,200040426,nd,7.5
2504,Montescourt-Lizerolles,200071892,nd,14.1
2505,Montfaucon,240200584,nd,6.3
2506,Montgobert,200071991,nd,7.1
2507,Montgru-Saint-Hilaire,240200519,nd,6.7
2508,Monthenault,200043495,nd,14.1
2509,Monthiers,200072031,nd,8.7
2510,Monthurel,200072031,nd,8.7
2511,Montigny-en-Arrouaise,240200493,nd,9.8
2512,Montigny-l'Allier,200072031,nd,8.7
2513,Montigny-le-Franc,240200469,nd,7.9
2514,Montigny-Lengrain,200071991,nd,7.1
2515,Montigny-lès-Condé,200072031,nd,8.7
2516,Montigny-sous-Marle,240200469,nd,7.9
2517,Montigny-sur-Crécy,240200469,nd,7.9
2518,Montlevon,200072031,nd,8.7
2519,Montloué,240200634,nd,11.4
2520,Mont-Notre-Dame,240200501,nd,6.1
2521,Montreuil-aux-Lions,240200584,nd,6.3
2522,Mont-Saint-Jean,240200600,nd,15.7
2523,Mont-Saint-Martin,240200501,nd,6.1
2524,Mont-Saint-Père,200072031,nd,8.7
2525,Morcourt,200071892,nd,14.1
2526,Morgny-en-Thiérache,240200634,nd,11.4
2527,Morsain,200071991,nd,7.1
2528,Mortefontaine,200071991,nd,7.1
2529,Mortiers,240200469,nd,7.9
2530,Moulins,240200592,nd,5.9
2531,Moussy-Verneuil,240200592,nd,5.9
2532,Moÿ-de-l'Aisne,200040426,nd,7.5
2533,Muret-et-Crouttes,240200519,nd,6.7
2534,Muscourt,240200576,nd,6.1
2535,Nampcelles-la-Cour,240200444,nd,10.8
2536,Nampteuil-sous-Muret,240200519,nd,6.7
2537,Nanteuil-la-Fosse,240200501,nd,6.1
2538,Nanteuil-Notre-Dame,200072031,nd,8.7
2539,Nauroy,240200493,nd,9.8
2540,Nesles-la-Montagne,200072031,nd,8.7
2541,Neufchâtel-sur-Aisne,240200576,nd,6.1
2542,Neuflieux,200071785,nd,11.8
2543,Neuilly-Saint-Front,200072031,nd,8.7
2544,Neuve-Maison,240200600,nd,15.7
2545,La Neuville-Bosmont,240200469,nd,7.9
2546,La Neuville-en-Beine,200071785,nd,11.8
2547,La Neuville-Housset,240200444,nd,10.8
2548,La Neuville-lès-Dorengt,240200444,nd,10.8
2549,Neuville-Saint-Amand,200071892,nd,14.1
2550,Neuville-sur-Ailette,240200592,nd,5.9
2551,Neuville-sur-Margival,240200501,nd,6.1
2552,Neuvillette,200040426,nd,7.5
2553,Nizy-le-Comte,240200576,nd,6.1
2554,Nogentel,200072031,nd,8.7
2555,Nogent-l'Artaud,240200584,nd,6.3
2556,Noircourt,240200634,nd,11.4
2557,Noroy-sur-Ourcq,200071991,nd,7.1
2558,Le Nouvion-en-Thiérache,240200444,nd,10.8
2559,Nouvion-et-Catillon,240200469,nd,7.9
2560,Nouvion-le-Comte,240200469,nd,7.9
2561,Nouvion-le-Vineux,200043495,nd,14.1
2562,Nouvron-Vingré,200071991,nd,7.1
2563,Noyales,200071983,nd,13.3
2564,Noyant-et-Aconin,240200477,nd,12.8
2565,Œuilly,240200592,nd,5.9
2566,Ognes,200071785,nd,11.8
2567,Ohis,240200600,nd,15.7
2568,Oigny-en-Valois,200071991,nd,7.1
2569,Oisy,200071983,nd,13.3
2570,Ollezy,200071892,nd,14.1
2571,Omissy,200071892,nd,14.1
2572,Orainville,240200576,nd,6.1
2573,Orgeval,200043495,nd,14.1
2574,Origny-en-Thiérache,240200600,nd,15.7
2575,Origny-Sainte-Benoite,200040426,nd,7.5
2576,Osly-Courtil,240200477,nd,12.8
2577,Ostel,240200501,nd,6.1
2578,Oulches-la-Vallée-Foulon,240200592,nd,5.9
2579,Oulchy-la-Ville,240200519,nd,6.7
2580,Oulchy-le-Château,240200519,nd,6.7
2581,Paars,240200501,nd,6.1
2582,Paissy,240200592,nd,5.9
2583,Pancy-Courtecon,240200592,nd,5.9
2584,Papleux,240200444,nd,10.8
2585,Parcy-et-Tigny,240200519,nd,6.7
2586,Parfondeval,240200634,nd,11.4
2587,Parfondru,200043495,nd,14.1
2588,Pargnan,240200592,nd,5.9
2589,Pargny-Filain,240200501,nd,6.1
2590,Pargny-la-Dhuys,200072031,nd,8.7
2591,Pargny-les-Bois,240200469,nd,7.9
2592,Parpeville,200040426,nd,7.5
2593,Pasly,240200477,nd,12.8
2594,Passy-en-Valois,200071991,nd,7.1
2595,Passy-sur-Marne,200072031,nd,8.7
2596,Pavant,240200584,nd,6.3
2598,Pernant,200071991,nd,7.1
2599,Pierremande,200071785,nd,11.8
2600,Pierrepont,240200469,nd,7.9
2601,Pignicourt,240200576,nd,6.1
2602,Pinon,200071769,nd,9
2604,Pithon,200070985,nd,9.4
2605,Pleine-Selve,200040426,nd,7.5
2606,Le Plessier-Huleu,240200519,nd,6.7
2607,Ploisy,240200477,nd,12.8
2608,Plomion,240200444,nd,10.8
2609,Ployart-et-Vaurseine,240200592,nd,5.9
2610,Pommiers,240200477,nd,12.8
2612,Pont-Arcy,240200501,nd,6.1
2613,Pontavert,240200576,nd,6.1
2614,Pontru,240200493,nd,9.8
2615,Pontruet,240200493,nd,9.8
2616,Pont-Saint-Mard,200071769,nd,9
2617,Pouilly-sur-Serre,240200469,nd,7.9
2618,Prémont,240200493,nd,9.8
2619,Prémontré,200071769,nd,9
2620,Presles-et-Boves,240200501,nd,6.1
2621,Presles-et-Thierny,200043495,nd,14.1
2622,Priez,200072031,nd,8.7
2623,Prisces,240200444,nd,10.8
2624,Proisy,200071983,nd,13.3
2625,Proix,200071983,nd,13.3
2626,Prouvais,240200576,nd,6.1
2627,Proviseux-et-Plesnoy,240200576,nd,6.1
2628,Puiseux-en-Retz,200071991,nd,7.1
2629,Puisieux-et-Clanlieu,240200444,nd,10.8
2631,Quierzy,200071785,nd,11.8
2632,Quincy-Basse,200071769,nd,9
2633,Quincy-sous-le-Mont,240200501,nd,6.1
2634,Raillimont,240200634,nd,11.4
2635,Ramicourt,240200493,nd,9.8
2636,Regny,200040426,nd,7.5
2637,Remaucourt,200071892,nd,14.1
2638,Remies,240200469,nd,7.9
2639,Remigny,200040426,nd,7.5
2640,Renansart,200040426,nd,7.5
2641,Renneval,240200634,nd,11.4
2642,Résigny,240200634,nd,11.4
2643,Ressons-le-Long,200071991,nd,7.1
2644,Retheuil,200071991,nd,7.1
2645,Reuilly-Sauvigny,200072031,nd,8.7
2647,Ribeauville,200071983,nd,13.3
2648,Ribemont,200040426,nd,7.5
2649,Rocourt-Saint-Martin,200072031,nd,8.7
2650,Rocquigny,240200444,nd,10.8
2651,Rogécourt,200071785,nd,11.8
2652,Rogny,240200444,nd,10.8
2653,Romeny-sur-Marne,240200584,nd,6.3
2654,Romery,200071983,nd,13.3
2655,Ronchères,200072031,nd,8.7
2656,Roucy,240200576,nd,6.1
2657,Rougeries,240200444,nd,10.8
2658,Roupy,240200493,nd,9.8
2659,Rouvroy,200071892,nd,14.1
2660,Rouvroy-sur-Serre,240200634,nd,11.4
2661,Royaucourt-et-Chailvet,200071769,nd,9
2662,Rozet-Saint-Albin,200072031,nd,8.7
2663,Rozières-sur-Crise,240200519,nd,6.7
2664,Rozoy-Bellevalle,200072031,nd,8.7
2665,Grand-Rozoy,240200519,nd,6.7
2666,Rozoy-sur-Serre,240200634,nd,11.4
2667,Saconin-et-Breuil,200071991,nd,7.1
2668,Sains-Richaumont,240200444,nd,10.8
2670,Saint-Algis,240200444,nd,10.8
2671,Saint-Aubin,200071769,nd,9
2672,Saint-Bandry,200071991,nd,7.1
2673,Saint-Christophe-à-Berry,200071991,nd,7.1
2674,Saint-Clément,240200600,nd,15.7
2675,Sainte-Croix,240200592,nd,5.9
2676,Saint-Erme-Outre-et-Ramecourt,240200576,nd,6.1
2677,Saint-Eugène,200072031,nd,8.7
2678,Sainte-Geneviève,240200634,nd,11.4
2679,Saint-Gengoulph,200072031,nd,8.7
2680,Saint-Gobain,200071785,nd,11.8
2681,Saint-Gobert,240200444,nd,10.8
2682,Saint-Mard,240200501,nd,6.1
2683,Saint-Martin-Rivière,200071983,nd,13.3
2684,Saint-Michel,240200600,nd,15.7
2685,Saint-Nicolas-aux-Bois,200071785,nd,11.8
2686,Saint-Paul-aux-Bois,200071769,nd,9
2687,Saint-Pierre-Aigle,200071991,nd,7.1
2688,Saint-Pierre-lès-Franqueville,240200444,nd,10.8
2689,Saint-Pierremont,240200469,nd,7.9
2690,Sainte-Preuve,240200576,nd,6.1
2691,Saint-Quentin,200071892,nd,14.1
2693,Saint-Rémy-Blanzy,240200519,nd,6.7
2694,Saint-Simon,200071892,nd,14.1
2695,Saint-Thibaut,240200501,nd,6.1
2696,Saint-Thomas,240200592,nd,5.9
2697,Samoussy,200043495,nd,14.1
2698,Sancy-les-Cheminots,240200501,nd,6.1
2699,Saponay,200072031,nd,8.7
2701,Saulchery,240200584,nd,6.3
2702,Savy,240200493,nd,9.8
2703,Seboncourt,240200493,nd,9.8
2704,Selens,200071769,nd,9
2705,La Selve,240200576,nd,6.1
2706,Septmonts,240200477,nd,12.8
2707,Septvaux,200071769,nd,9
2708,Sequehart,240200493,nd,9.8
2709,Serain,240200493,nd,9.8
2710,Seraucourt-le-Grand,200071892,nd,14.1
2711,Serches,240200477,nd,12.8
2712,Sergy,200072031,nd,8.7
2713,Seringes-et-Nesles,200072031,nd,8.7
2714,Sermoise,240200477,nd,12.8
2715,Serval,240200501,nd,6.1
2716,Servais,200071785,nd,11.8
2717,Séry-lès-Mézières,200040426,nd,7.5
2718,Silly-la-Poterie,200071991,nd,7.1
2719,Sinceny,200071785,nd,11.8
2720,Sissonne,240200576,nd,6.1
2721,Sissy,200040426,nd,7.5
2722,Soissons,240200477,nd,12.8
2723,Soize,240200634,nd,11.4
2724,Sommelans,200072031,nd,8.7
2725,Sommeron,240200444,nd,10.8
2726,Sommette-Eaucourt,200071892,nd,14.1
2727,Sons-et-Ronchères,240200469,nd,7.9
2728,Sorbais,240200444,nd,10.8
2729,Soucy,200071991,nd,7.1
2730,Soupir,240200501,nd,6.1
2731,Le Sourd,240200444,nd,10.8
2732,Surfontaine,200040426,nd,7.5
2734,Taillefontaine,200071991,nd,7.1
2735,Tannières,240200501,nd,6.1
2736,Tartiers,200071991,nd,7.1
2737,Tavaux-et-Pontséricourt,240200469,nd,7.9
2738,Tergnier,200071785,nd,11.8
2739,Terny-Sorny,240200501,nd,6.1
2740,Thenailles,240200444,nd,10.8
2741,Thenelles,200040426,nd,7.5
2742,Thiernu,240200469,nd,7.9
2743,Le Thuel,240200634,nd,11.4
2744,Torcy-en-Valois,200072031,nd,8.7
2745,Toulis-et-Attencourt,240200469,nd,7.9
2746,Travecy,200071785,nd,11.8
2747,Trefcon,240200493,nd,9.8
2748,Trélou-sur-Marne,200072031,nd,8.7
2749,Troësnes,200071991,nd,7.1
2750,Trosly-Loire,200071769,nd,9
2751,Trucy,240200592,nd,5.9
2752,Tugny-et-Pont,200071892,nd,14.1
2753,Tupigny,200071983,nd,13.3
2754,Ugny-le-Gay,200071785,nd,11.8
2755,Urcel,200071769,nd,9
2756,Urvillers,200040426,nd,7.5
2757,Vadencourt,200071983,nd,13.3
2758,Vailly-sur-Aisne,240200501,nd,6.1
2759,La Vallée-au-Blé,240200444,nd,10.8
2760,La Vallée-Mulâtre,200071983,nd,13.3
2761,Variscourt,240200576,nd,6.1
2762,Vassens,200071991,nd,7.1
2763,Vasseny,240200501,nd,6.1
2764,Vassogne,240200592,nd,5.9
2765,Vaucelles-et-Beffecourt,200043495,nd,14.1
2766,Vaudesson,240200501,nd,6.1
2767,Vauxrezis,240200477,nd,12.8
2768,Vauxaillon,200071769,nd,9
2769,Vaux-Andigny,200071983,nd,13.3
2770,Vauxbuin,240200477,nd,12.8
2772,Vaux-en-Vermandois,240200493,nd,9.8
2773,Vauxtin,240200501,nd,6.1
2774,Vendelles,240200493,nd,9.8
2775,Vendeuil,200040426,nd,7.5
2776,Vendhuile,240200493,nd,9.8
2777,Vendières,240200584,nd,6.3
2778,Vendresse-Beaulne,240200592,nd,5.9
2779,Vénérolles,200071983,nd,13.3
2780,Venizel,240200477,nd,12.8
2781,Verdilly,200072031,nd,8.7
2782,Le Verguier,240200493,nd,9.8
2783,Grand-Verly,200071983,nd,13.3
2784,Petit-Verly,200071983,nd,13.3
2785,Vermand,240200493,nd,9.8
2786,Verneuil-sous-Coucy,200071769,nd,9
2787,Verneuil-sur-Serre,240200469,nd,7.9
2788,Versigny,200071785,nd,11.8
2789,Vervins,240200444,nd,10.8
2790,Vesles-et-Caumont,240200469,nd,7.9
2791,Veslud,200043495,nd,14.1
2792,Veuilly-la-Poterie,240200584,nd,6.3
2793,Vézaponin,200071991,nd,7.1
2794,Vézilly,200072031,nd,8.7
2795,Vic-sur-Aisne,200071991,nd,7.1
2796,Vichel-Nanteuil,200072031,nd,8.7
2797,Viel-Arcy,240200501,nd,6.1
2798,Viels-Maisons,240200584,nd,6.3
2799,Vierzy,240200519,nd,6.7
2800,Viffort,200072031,nd,8.7
2801,Vigneux-Hocquet,240200634,nd,11.4
2802,La Ville-aux-Bois-lès-Dizy,240200634,nd,11.4
2803,La Ville-aux-Bois-lès-Pontavert,240200576,nd,6.1
2804,Villemontoire,240200519,nd,6.7
2805,Villeneuve-Saint-Germain,240200477,nd,12.8
2806,Villeneuve-sur-Fère,200072031,nd,8.7
2807,Villequier-Aumont,200071785,nd,11.8
2808,Villeret,240200493,nd,9.8
2809,Villers-Agron-Aiguizy,200072031,nd,8.7
2810,Villers-Cotterêts,200071991,nd,7.1
2812,Villers-Hélon,200071991,nd,7.1
2813,Villers-le-Sec,200040426,nd,7.5
2814,Villers-lès-Guise,200071983,nd,13.3
2815,Villers-Saint-Christophe,200071892,nd,14.1
2816,Villers-sur-Fère,200072031,nd,8.7
2817,Ville-Savoye,240200501,nd,6.1
2818,Villiers-Saint-Denis,240200584,nd,6.3
2819,Vincy-Reuil-et-Magny,240200634,nd,11.4
2820,Viry-Noureuil,200071785,nd,11.8
2821,Vivaise,200043495,nd,14.1
2822,Vivières,200071991,nd,7.1
2823,Voharies,240200444,nd,10.8
2824,Vorges,200043495,nd,14.1
2826,Voulpaix,240200444,nd,10.8
2827,Voyenne,240200469,nd,7.9
2828,Vregny,240200477,nd,12.8
2829,Vuillery,240200501,nd,6.1
2830,Wassigny,200071983,nd,13.3
2831,Watigny,240200600,nd,15.7
2832,Wiège-Faty,240200444,nd,10.8
2833,Wimy,240200600,nd,15.7
2834,Wissignicourt,200071769,nd,9
3001,Abrest,200071363,nd,9.4
3002,Agonges,200071496,nd,9.7
3003,Ainay-le-Château,240300558,nd,13.5
3004,Andelaroche,240300491,10,7.6
3005,Archignat,240300657,nd,7.7
3006,Arfeuilles,200071363,nd,9.4
3007,Arpheuilles-Saint-Priest,200071082,nd,11.1
3008,Arronnes,200071363,nd,9.4
3009,Aubigny,200071140,nd,8.5
3010,Audes,240300566,nd,6.3
3011,Aurouër,200071140,nd,8.5
3012,Autry-Issards,200071496,nd,9.7
3013,Avermes,200071140,nd,8.5
3014,Avrilly,200071470,nd,7.9
3015,Bagneux,200071140,nd,8.5
3016,Barberier,200071389,nd,7.5
3017,Barrais-Bussolles,240300491,11,7.6
3018,Bayet,200071389,nd,7.5
3019,Beaulon,200071470,nd,7.9
3020,Beaune-d'Allier,200071512,nd,8.6
3021,Bègues,200071389,nd,7.5
3022,Bellenaves,200071389,nd,7.5
3023,Bellerive-sur-Allier,200071363,nd,9.4
3024,Bert,240300491,13.2,7.6
3025,Bessay-sur-Allier,200071140,nd,8.5
3026,Besson,200071140,nd,8.5
3027,Bézenet,200071512,nd,8.6
3028,Billezois,240300491,4.9,7.6
3029,Billy,200071363,nd,9.4
3030,Biozat,200071389,nd,7.5
3031,Bizeneuille,200071512,nd,8.6
3032,Blomard,200071512,nd,8.6
3033,Bost,200071363,nd,9.4
3034,Boucé,200071470,nd,7.9
3035,Le Bouchaud,200071470,nd,7.9
3036,Bourbon-l'Archambault,200071496,nd,9.7
3037,Braize,240300558,nd,13.5
3038,Bransat,200071389,nd,7.5
3039,Bresnay,200071140,nd,8.5
3040,Bressolles,200071140,nd,8.5
3041,Le Brethon,240300558,nd,13.5
3042,Le Breuil,240300491,11.2,7.6
3043,Broût-Vernet,200071389,nd,7.5
3044,Brugheas,200071363,nd,9.4
3045,Busset,200071363,nd,9.4
3046,Buxières-les-Mines,200071496,nd,9.7
3047,La Celle,200071512,nd,8.6
3048,Cérilly,240300558,nd,13.5
3049,Cesset,200071389,nd,7.5
3050,La Chabanne,200071363,nd,9.4
3051,Chambérat,240300657,nd,7.7
3052,Chamblet,200071512,nd,8.6
3053,Chantelle,200071389,nd,7.5
3054,Chapeau,200071140,nd,8.5
3055,La Chapelaude,240300657,nd,7.7
3056,La Chapelle,200071363,nd,9.4
3057,La Chapelle-aux-Chasses,200071140,nd,8.5
3058,Chappes,200071512,nd,8.6
3059,Chareil-Cintrat,200071389,nd,7.5
3060,Charmeil,200071363,nd,9.4
